phase,phase_name,headcount,score,question_id,question,feedback_text,peer_value,pdf_sha256,campaign_id
P1,Pioneering,3,1,Q20,We have an active acquisitions strategy,"You are not active with acquisitions, that seems logical for the company your size.",2.4,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q21,Tasks are properly allocated,"You do not yet have an efficient leadership team. That's not unusual in your phase. However, for the next growth step you should start thinking about the form and composition of the management. This will help you create more involvement and make the company less dependent on you.",6.2,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q22,We have weekly management meetings.,"You have not yet implemented a weekly leadership meeting. In order to create structure, it's good to implement a regular management meeting and systematically determine decisions and actions.",6,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q23,We have periodic strategic sessions.,You do not yet have strategic sessions. It is important - including in your phase - to involve employees in your long-term planning. That's why you should start planning strategic sessions with all - or your most important - employees.,5.9,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q24,Leadership team receives regular training,"When your organization is growing rapidly and therefore constantly changing, it is important - even at smaller organizations - for everyone to continue learning. We advise you to start doing this.",4.7,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q25,Our goals are translated into clear KPIs,"Making goals measurable is an important step towards creating personal accountability and professionalizing processes. This includes numbers of leads, received applications, IT development, etc. With a company of your size this is usually still a step too early, but it is perhaps something to think about if you start to grow.",5.8,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q26,We use real-time data to measure our performance,"Because of the size of your company, perhaps you know exactly ""what's going on"". However, if you start to grow you will have to have up-to-date information available, both for yourself as well as for your employees. It's time to think about this.",5.9,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q27,"We grow with limited mistakes, errors and problems","Work pressure and lack of process often lead to coordination problemsandmistakes.That'sashameandcouldpotentiallydamage your reputation among customers. It's time to take stock of the processes and make clear arrangements. If you don't like doing this yourself, ask an employee to make this number one priority. If you don't resolve this, it will only get worse.",5,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q28,We measure customer satisfaction,"You do not yet measure customer satisfaction. That's too bad, because this provides important input for the further development of your products and processes. In any case, you should try having regular contact with customers to find out what you can improve.",5.6,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q29,We have systematic processes for continuous improvement,"A system to prevent mistakes and take stock of complaints/feedback is usually not really necessary yet for a company of your size. However, when you start to grow and hire new people, it's often good to structure work processes and set up a system of quality checks and customer feedback. Preventing mistakes is usually significantly cheaper than continually fixing them.",5.7,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q30,We have an effective lead generation process,To grow you need new customers. Often sales are very dependent on the entrepreneur with a company of your size. Then it's wise to start thinking about a lead generation system and process.,5.6,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q31,Sales achievement,"Having and achieving targets is, of course, the basis for business success and growth. At successful companies this correlation is no coincidence. The sales process will often consist of a combination of targets, bonus schemes, lead generation as well as weekly meetings, coaching, training, motivational sessions, etc. It might be good to start thinking about this already.",6.1,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q32,Weekly sales meeting,Stimulating sales is hardly possible without a disciplined process. A weekly sales meeting in which successes as well as setbacks and lessonslearnedaresharedisanimportantpartofthesuccessoffast- growing companies. Often there are also one-on-one meetings with individual sales reps - if applicable. It's time to start with this.,6.4,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q33,Head of sales is not the entrepreneur,"With a company of your size, the entrepreneur is often in charge when it comes to sales. With the increasing pressure on general management tasks, it's good to ensure that you as an entrepreneur free up sufficient time for this. If this is not the case, you will have to start making choices.",5.9,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q34,We have an effective PR/communication strategy,Nowadays sales and marketing strategies are usually accompanied with an effective content-based communication strategy. This is something you might want to think about.,5,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q35,Most processes are automated,"In order to scale, smart application and linking of information technology is essential. Sales, marketing, project management, production,humanresources,reporting,etc.Thisgivesstructureand clarity, prevents mistakes and makes growing a lot easier. With the size of your company, a lot of systems likely still work independently of each other, or you primarily use Excel. This is customary, but in your next growth phase you will have to start thinking about smart solutions.",6.2,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q36,Systems prepped for growth,"Your systems are not yet prepared for growth. When you grow, a lot changes at the same time: systems, structures, people, processes, etc. It helps a lot when your systems can handle this growth. Otherwise it's sort of like changing the tires while driving!",6.2,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q37,Better systems than competitors,"Many fast growers have invested in information technology systems that help them be better, smarter, more efficient and more market- oriented than their competitors. You don't have any systems that are better than most of your competitors. Where might IT be able to help you?",6.3,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q38,Knowledge on latest technology,"As an entrepreneur, you always have 1001 focus areas You must keep an eye on technological developments that could enormously affect your business model or company efficiency. You should devote time to this on a regular basis.",6.9,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q39,We are more innovative than competitors,"In this world, where developments are super fast, you can quickly be made less relevant by a competitor if you don't pay attention (for example, by focusing too much on internal issues). It is wise to continuously make improvement and innovation part of the organization's DNA.",6.7,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q40,Our business model is disruptive,You do not have a disruptive business model. Keep your eyes open for newcomers in your market. Or you might want to think creating a disruptive model yourself.,6.2,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q41,Real time financial insights,"You have no up-to-date knowledge of sales and costs. For a growth company, this is the same as driving 90 mph with a blindfold on. Maybe this should be your first priority to tackle tomorrow.",8,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q42,Up-to-date cashflow planning,"You don't employ cash flow planning. As a small business, you always have to look ahead a few months with regard to your cash flow, as otherwise you'll inevitably end up in trouble, especially if you grow.",7,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q43,Access to growth capital,"You have no access to growth capital. This isn't a problem, unless you want to grow a lot. After all, growth gobbles up cash. You could create a list of the various alternatives (friends/fools/family, the bank, factoring, SME bonds, crowd funding, angel investors, private equity, Government Funding, etc.). There are a lot of service providers who can help you with this.",5.8,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q44,Financial alert function,"It is crucial to have ""early warning systems"" with regard to financial parameters. The faster you can intervene or take measures, the better. You indicate that this is not the case at your company. That's dangerous. What are you going to do about it?",6.9,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q45,Leadership understands balance sheet,"Reading and understanding a balance sheet appears to be a tricky thing for many entrepreneurs. While a balance sheet is a smart blueprint that can expose the dynamics and growth potential behind your company. With a company of your size this is not a priority, but if you grow you should spend a good amount of time and attention on this.",7.8,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q46,CEO works on the company and is able to remove from daily operations,"In this phase you work fully in your company. Perhaps that's logical, since without you there would be no sales. But if you don't put in any time to work on your company as well (systems, structures, processes, management, etc.), then it will be difficult to grow. When do you start?",5.8,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q47,Have a mentor,"You indicate that you have no mentor. It can be difficult to see when you are stuck. Sometimes choices are a challenge, or you have simply reached the end of your tether. Maybe you need to change to guide the company to its next phase? Whatever it may be, this is where a mentor can be of great assistance.",5,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
P1,Pioneering,3,1,Q48,Have an entrepreneurial network,"Most entrepreneurs experience the same challenges, highs and lows. Other entrepreneurs you know can often be of great assistance with their experiences. We recommend that you actively look for and invest time in a network of entrepreneurs.",5.8,efe5ef652c2d8ce3bdd613fc288bbf75945ece0710520579fa82156e750064ff,p3y88CH2XP
